College,Players Qty,Player,End Year
University of Texas at Austin Baseball Players,120,Karl Pagel,1976
University of Texas at Austin Baseball Players,120,Keith Moreland,1975
University of Texas at Austin Baseball Players,120,Tony Brizzolara,1977
University of Texas at Austin Baseball Players,120,Jerry Don Gleaton,1979
University of Texas at Austin Baseball Players,120,Bob Kearney (Blinn),1977
University of Texas at Austin Baseball Players,120,Don Kainer,1977
University of Texas at Austin Baseball Players,120,Ron Gardenhire,1979
University of Texas at Austin Baseball Players,120,Andre Robertson,1979
University of Texas at Austin Baseball Players,120,Keith Creel,1980
University of Texas at Austin Baseball Players,120,Ricky Wright,1979
University of Texas at Austin Baseball Players,120,Jim Acker,1980
University of Texas at Austin Baseball Players,120,Spike Owen,1982
University of Texas at Austin Baseball Players,120,Roger Clemens,1983
University of Texas at Austin Baseball Players,120,Calvin Schiraldi,1983
University of Texas at Austin Baseball Players,120,Jeff Hearron,1983
University of Texas at Austin Baseball Players,120,Bruce Ruffin,1985
University of Texas at Austin Baseball Players,120,Tony Arnold,1981
University of Texas at Austin Baseball Players,120,Greg Swindell,1986
University of Texas at Austin Baseball Players,120,Mike Brumley,1983
University of Texas at Austin Baseball Players,120,Mike Capel,1983
University of Texas at Austin Baseball Players,120,Dennis Cook,1985
University of Texas at Austin Baseball Players,120,Billy Bates,1985
University of Texas at Austin Baseball Players,120,Scott Coolbaugh,1987
University of Texas at Austin Baseball Players,120,Rusty Richards,1986
University of Texas at Austin Baseball Players,120,Rick Parker,1985
University of Texas at Austin Baseball Players,120,Kirk Dressendorfer,1990
University of Texas at Austin Baseball Players,120,Mark Petkovsek,1987
University of Texas at Austin Baseball Players,120,Jose Tolentino (Seminole),1983
University of Texas at Austin Baseball Players,120,Shane Reynolds (Faulkner),1989
University of Texas at Austin Baseball Players,120,Todd Haney,1987
University of Texas at Austin Baseball Players,120,Scott Fredrickson,1990
University of Texas at Austin Baseball Players,120,Brooks Kieschnick,1993
University of Texas at Austin Baseball Players,120,Tim Belk (Lubbock Christian),1991
University of Texas at Austin Baseball Players,120,Shane Halter (Seminole),1991
University of Texas at Austin Baseball Players,120,Steve Larkin,1994
University of Texas at Austin Baseball Players,120,J.D. Smart,1995
University of Texas at Austin Baseball Players,120,Calvin Murray,1992
University of Texas at Austin Baseball Players,120,Jose Flores,1994
University of Texas at Austin Baseball Players,120,Stephen Randolph (GC),1994
University of Texas at Austin Baseball Players,120,Phil Seibel,2000
University of Texas at Austin Baseball Players,120,Brad Halsey (Hill),2002
University of Texas at Austin Baseball Players,120,Scott Dunn,1998
University of Texas at Austin Baseball Players,120,Huston Street,2004
University of Texas at Austin Baseball Players,120,J.P. Howell (USC),2004
University of Texas at Austin Baseball Players,120,Omar Quintanilla,2003
University of Texas at Austin Baseball Players,120,Brandon Fahey (Grayson),2002
University of Texas at Austin Baseball Players,120,Curtis Thigpen,2004
University of Texas at Austin Baseball Players,120,Taylor Teagarden,2005
University of Texas at Austin Baseball Players,120,Geno Espineli (TCU),2003
University of Texas at Austin Baseball Players,120,Drew Stubbs,2006
University of Texas at Austin Baseball Players,120,James Russell (Navarro),2007
University of Texas at Austin Baseball Players,120,Sam LeCure,2004
University of Texas at Austin Baseball Players,120,Brandon Belt,2009
University of Texas at Austin Baseball Players,120,Chance Ruffin,2010
University of Texas at Austin Baseball Players,120,Jordan Danks,2008
University of Texas at Austin Baseball Players,120,Brandon Workman,2010
University of Texas at Austin Baseball Players,120,Cameron Rupp,2010
University of Texas at Austin Baseball Players,120,Corey Knebel,2013
University of Texas at Austin Baseball Players,120,Andrew McKirahan,2011
University of Texas at Austin Baseball Players,120,Taylor Jungmann,2011
University of Texas at Austin Baseball Players,120,Hoby Milner,2012
University of Texas at Austin Baseball Players,120,John Curtiss,2014
University of Texas at Austin Baseball Players,120,Tres Barrera,2016
University of Texas at Austin Baseball Players,120,Mark Payton,2014
University of Texas at Austin Baseball Players,120,Bryce Elder,2020
University of Texas at Austin Baseball Players,120,Kody Clemens,2018
University of Texas at Austin Baseball Players,120,David Hamilton,2019
University of Texas at Austin Baseball Players,120,Blair Henley,2019
University of Texas at Austin Baseball Players,120,Duke Ellis (Panola),2020
University of Texas at Austin Baseball Players,120,Chase Shugart,2018
University of Texas at Austin Baseball Players,120,Jack Neely (OSU),2019
University of Texas at Austin Baseball Players,120,Ty Madden,2021
University of Texas at Austin Baseball Players,120,MLB Player Name,ayed
Arizona State University Baseball Players,119,MLB Player Name,ayed
Arizona State University Baseball Players,119,Pete Lovrich,1962
Arizona State University Baseball Players,119,Sterling Slaughter,1963
Arizona State University Baseball Players,119,Sal Bando,1965
Arizona State University Baseball Players,119,Rick Monday,1965
Arizona State University Baseball Players,119,Reggie Jackson,1966
Arizona State University Baseball Players,119,Al Schmelz,1965
Arizona State University Baseball Players,119,Randy Bobb,1967
Arizona State University Baseball Players,119,Duffy Dyer,1966
Arizona State University Baseball Players,119,Gary Gentry,1967
Arizona State University Baseball Players,119,Scott Reid (Cerritos),1967
Arizona State University Baseball Players,119,Larry Gura,1969
Arizona State University Baseball Players,119,Lerrin LaGrow,1969
Arizona State University Baseball Players,119,Paul Powell,1969
Arizona State University Baseball Players,119,Len Randle,1970
Arizona State University Baseball Players,119,Jim Crawford,1972
Arizona State University Baseball Players,119,Eddie Bane,1973
Arizona State University Baseball Players,119,Craig Swan,1972
Arizona State University Baseball Players,119,Alan Bannister,1972
Arizona State University Baseball Players,119,Jim Otten,1973
Arizona State University Baseball Players,119,Jack Lind,1967
Arizona State University Baseball Players,119,Jim Umbarger,1974
Arizona State University Baseball Players,119,Larry Fritz,1969
Arizona State University Baseball Players,119,Bump Wills,1974
Arizona State University Baseball Players,119,Floyd Bannister,1976
Arizona State University Baseball Players,119,Paul Moskau (Azusa),1973
Arizona State University Baseball Players,119,Ken Landreaux,1976
Arizona State University Baseball Players,119,John Poloni,1975
Arizona State University Baseball Players,119,Jerry Maddox (Cerritos),1975
Arizona State University Baseball Players,119,Darrell Jackson,1977
Arizona State University Baseball Players,119,Bob Horner,1978
Arizona State University Baseball Players,119,Mike Colbern,1976
Arizona State University Baseball Players,119,Jim Lentine (La Verne),1974
Arizona State University Baseball Players,119,Gary Allenson,1976
Arizona State University Baseball Players,119,Rick Peters,1977
Arizona State University Baseball Players,119,Bob Pate,1977
Arizona State University Baseball Players,119,John Littlefield (Azusa),1974
Arizona State University Baseball Players,119,Hubie Brooks (Whittier),1978
Arizona State University Baseball Players,119,Ken Phelps,1976
Arizona State University Baseball Players,119,Chris Bando,1978
Arizona State University Baseball Players,119,Ed Vande Berg,1980
Arizona State University Baseball Players,119,Gary Rajsich,1976
Arizona State University Baseball Players,119,Chris Nyman,1977
Arizona State University Baseball Players,119,Marty Barrett,1979
Arizona State University Baseball Players,119,Jamie Allen,1979
Arizona State University Baseball Players,119,Ricky Nelson,1981
Arizona State University Baseball Players,119,Donnie Hill (Orange Coast),1981
Arizona State University Baseball Players,119,Dave Hudgens,1978
Arizona State University Baseball Players,119,Ron Romanick,1980
Arizona State University Baseball Players,119,Alvin Davis,1982
Arizona State University Baseball Players,119,Lemmie Miller,1981
Arizona State University Baseball Players,119,Doug Baker,1982
Arizona State University Baseball Players,119,Oddibe McDowell (MDCC),1984
Arizona State University Baseball Players,119,Kevin Romine (Orange Coast),1982
Arizona State University Baseball Players,119,Barry Bonds,1985
Arizona State University Baseball Players,119,Mike Devereaux,1985
Arizona State University Baseball Players,119,Luis Medina (Cerritos),1984
Arizona State University Baseball Players,119,Mike Schwabe,1987
Arizona State University Baseball Players,119,Mike Benjamin (Cerritos),1987
Arizona State University Baseball Players,119,Don Wakamatsu,1985
Arizona State University Baseball Players,119,Doug Henry,1985
Arizona State University Baseball Players,119,Tim Spehr (MCC),1988
Arizona State University Baseball Players,119,Chris Beasley (Orange Coast),1984
Arizona State University Baseball Players,119,Pat Listach (MCC),1988
Arizona State University Baseball Players,119,Blas Minor,1988
Arizona State University Baseball Players,119,Fernando Vina (Cosumnes River),1990
Arizona State University Baseball Players,119,Kevin Higgins,1989
Arizona State University Baseball Players,119,Eric Helfand (Nebraska),1990
Arizona State University Baseball Players,119,Mike Kelly,1991
Arizona State University Baseball Players,119,Todd Steverson,1992
Arizona State University Baseball Players,119,Jacob Cruz,1994
Arizona State University Baseball Players,119,Antone Williamson,1994
Arizona State University Baseball Players,119,Shawn Gilbert (Golden West & Fresno),1984
Arizona State University Baseball Players,119,Sean Lowe (MCC),1992
Arizona State University Baseball Players,119,Paul Lo Duca,1993
Arizona State University Baseball Players,119,Ryan Bradley,1997
Arizona State University Baseball Players,119,Gabe Molina,1996
Arizona State University Baseball Players,119,Willie Bloomquist,1999
Arizona State University Baseball Players,119,Cody McKay,1996
Arizona State University Baseball Players,119,Jeff Duncan (Iowa State),2000
Arizona State University Baseball Players,119,Jon Switzer,2001
Arizona State University Baseball Players,119,Chris Duffy,2001
Arizona State University Baseball Players,119,Mike Esposito,2002
Arizona State University Baseball Players,119,Ian Kinsler (Missouri),2002
Arizona State University Baseball Players,119,Andre Ethier,2003
Arizona State University Baseball Players,119,Dustin Pedroia,2004
Arizona State University Baseball Players,119,Dennis Sarfate (Chandler-Gilbert),2002
Arizona State University Baseball Players,119,Mel Stocker,2001
Arizona State University Baseball Players,119,Travis Buck,2005
Arizona State University Baseball Players,119,Jeff Larish,2005
Arizona State University Baseball Players,119,Brooks Conrad,2001
Arizona State University Baseball Players,119,Mitch Jones (UVU),2000
Arizona State University Baseball Players,119,Mike Leake,2009
Arizona State University Baseball Players,119,Ike Davis,2008
Arizona State University Baseball Players,119,Colin Curtis,2006
Arizona State University Baseball Players,119,Brett Wallace,2008
Arizona State University Baseball Players,119,Eric Sogard,2007
Arizona State University Baseball Players,119,Andrew Romine,2007
Arizona State University Baseball Players,119,Josh Spence,2009
Arizona State University Baseball Players,119,Jason Kipnis (Kentucky),2009
Arizona State University Baseball Players,119,Kole Calhoun,2010
Arizona State University Baseball Players,119,Jake Elmore,2008
Arizona State University Baseball Players,119,Tuffy Gosewisch,2005
Arizona State University Baseball Players,119,Austin Barnes,2011
Arizona State University Baseball Players,119,Deven Marrero,2012
Arizona State University Baseball Players,119,Jake Barrett,2012
Arizona State University Baseball Players,119,Tony Barnette,2006
Arizona State University Baseball Players,119,Brady Rodgers,2012
Arizona State University Baseball Players,119,Trevor Williams,2013
Arizona State University Baseball Players,119,Adam McCreery (Azusa),2013
Arizona State University Baseball Players,119,Ryan Burr,2015
Arizona State University Baseball Players,119,Merrill Kelly,2010
Arizona State University Baseball Players,119,Seth Martinez,2016
Arizona State University Baseball Players,119,Spencer Torkelson,2020
Arizona State University Baseball Players,119,Brian Serven,2016
Arizona State University Baseball Players,119,Drew Maggi,2010
Arizona State University Baseball Players,119,Alec Marsh,2019
Arizona State University Baseball Players,119,Alika Williams,2020
Arizona State University Baseball Players,119,Gage Workman,2020
Arizona State University Baseball Players,119,Luke Keaschall (USF),2022
Arizona State University Baseball Players,119,MLB Player Name,ayed
Stanford University Baseball Players,107,MLB Player Name,ayed
Stanford University Baseball Players,107,Charlie Swindells,1899
Stanford University Baseball Players,107,Bill McGilvray,1902
Stanford University Baseball Players,107,Zeb Terry,1914
Stanford University Baseball Players,107,Johnny Couch,1912
Stanford University Baseball Players,107,Ernie Nevers,1925
Stanford University Baseball Players,107,Bert Delmas,1933
Stanford University Baseball Players,107,Bobby Brown (UCLA & Tulane),1943
Stanford University Baseball Players,107,Lloyd Merriman,1943
Stanford University Baseball Players,107,Jack Shepard,1953
Stanford University Baseball Players,107,Dave Melton,1950
Stanford University Baseball Players,107,Chuck Essegian,1953
Stanford University Baseball Players,107,Doug Camilli,1956
Stanford University Baseball Players,107,Bill Wakefield,1960
Stanford University Baseball Players,107,Darrell Sutherland,1963
Stanford University Baseball Players,107,Jim Lonborg,1963
Stanford University Baseball Players,107,Jim Hibbs,1966
Stanford University Baseball Players,107,Steve Hovley,1966
Stanford University Baseball Players,107,Sandy Vance,1968
Stanford University Baseball Players,107,Harvey Shank,1968
Stanford University Baseball Players,107,Steve Dunning,1970
Stanford University Baseball Players,107,Pete Hamm,1967
Stanford University Baseball Players,107,Frank Duffy,1967
Stanford University Baseball Players,107,Don Rose,1968
Stanford University Baseball Players,107,Bob Gallagher,1968
Stanford University Baseball Players,107,Bob Boone,1969
Stanford University Baseball Players,107,Dave Frost (LBCC),1974
Stanford University Baseball Players,107,Bob Reece,1973
Stanford University Baseball Players,107,Bob Kammeyer,1972
Stanford University Baseball Players,107,Bruce Robinson,1975
Stanford University Baseball Players,107,Steve Davis,1976
Stanford University Baseball Players,107,Paul Zuvella,1980
Stanford University Baseball Players,107,Dave Meier (Fresno City),1981
Stanford University Baseball Players,107,Steve Buechele,1982
Stanford University Baseball Players,107,Mike Aldrete,1983
Stanford University Baseball Players,107,Jeff Ballard,1985
Stanford University Baseball Players,107,Pete Stanicek,1985
Stanford University Baseball Players,107,Jack McDowell,1987
Stanford University Baseball Players,107,Al Osuna (Cerritos),1987
Stanford University Baseball Players,107,Steve Chitren,1989
Stanford University Baseball Players,107,Ed Sprague,1988
Stanford University Baseball Players,107,Ruben Amaro,1987
Stanford University Baseball Players,107,Mark Davis,1986
Stanford University Baseball Players,107,Mike Mussina,1990
Stanford University Baseball Players,107,Ron Witmeyer,1988
Stanford University Baseball Players,107,John Ramos,1986
Stanford University Baseball Players,107,David McCarty,1991
Stanford University Baseball Players,107,Paul Carey,1990
Stanford University Baseball Players,107,Jeffrey Hammonds,1992
Stanford University Baseball Players,107,Brian Johnson,1989
Stanford University Baseball Players,107,Rick Helling,1992
Stanford University Baseball Players,107,Andrew Lorraine,1993
Stanford University Baseball Players,107,Brian Keyser,1989
Stanford University Baseball Players,107,Brian Sackinsky,1992
Stanford University Baseball Players,107,Willie Adams,1993
Stanford University Baseball Players,107,Jed Hansen,1994
Stanford University Baseball Players,107,A.J. Hinch,1996
Stanford University Baseball Players,107,Stan Spencer,1990
Stanford University Baseball Players,107,Kyle Peterson,1997
Stanford University Baseball Players,107,Dusty Allen,1995
Stanford University Baseball Players,107,Tony Cogan,1999
Stanford University Baseball Players,107,Chad Hutchinson,1998
Stanford University Baseball Players,107,Jeff Austin,1998
Stanford University Baseball Players,107,Jason Middlebrook,1995
Stanford University Baseball Players,107,Joe Borchard,2000
Stanford University Baseball Players,107,Justin Wayne,2000
Stanford University Baseball Players,107,Jody Gerut,1998
Stanford University Baseball Players,107,Jason Young,2000
Stanford University Baseball Players,107,Eric Bruntlett,2000
Stanford University Baseball Players,107,Brian Dallimore,1996
Stanford University Baseball Players,107,Jeremy Guthrie (BYU),2002
Stanford University Baseball Players,107,Mike Gosling,2001
Stanford University Baseball Players,107,John Gall,2000
Stanford University Baseball Players,107,Ryan Garko,2003
Stanford University Baseball Players,107,Carlos Quentin,2003
Stanford University Baseball Players,107,Danny Putnam,2004
Stanford University Baseball Players,107,Sam Fuld,2004
Stanford University Baseball Players,107,Donny Lucy,2004
Stanford University Baseball Players,107,Jed Lowrie,2005
Stanford University Baseball Players,107,Greg Reynolds,2006
Stanford University Baseball Players,107,Chris Carter,2004
Stanford University Baseball Players,107,John Mayberry,2005
Stanford University Baseball Players,107,John Hester,2006
Stanford University Baseball Players,107,Drew Storen,2009
Stanford University Baseball Players,107,Jason Castro,2008
Stanford University Baseball Players,107,Cord Phelps,2007
Stanford University Baseball Players,107,Michael Taylor,2007
Stanford University Baseball Players,107,Erik Davis,2008
Stanford University Baseball Players,107,Scott Snodgress,2011
Stanford University Baseball Players,107,Stephen Piscotty,2012
Stanford University Baseball Players,107,Chris Reed,2010
Stanford University Baseball Players,107,Colin Walsh,2010
Stanford University Baseball Players,107,Austin Slater,2014
Stanford University Baseball Players,107,Alex Blandino,2014
Stanford University Baseball Players,107,Jeremy Bleich,2008
Stanford University Baseball Players,107,Drew Jackson,2015
Stanford University Baseball Players,107,Cal Quantrill,2015
Stanford University Baseball Players,107,Tommy Edman,2016
Stanford University Baseball Players,107,Nico Hoerner,2018
Stanford University Baseball Players,107,Kris Bubic,2018
Stanford University Baseball Players,107,Kyle Stowers,2019
Stanford University Baseball Players,107,Mark Appel,2013
Stanford University Baseball Players,107,Tristan Beck,2018
Stanford University Baseball Players,107,Erik Miller,2019
Stanford University Baseball Players,107,Tim Tawa,2021
Stanford University Baseball Players,107,Maverick Handley,2019
Stanford University Baseball Players,107,Jack Little,2019
Stanford University Baseball Players,107,Jake Palisch (Texas A&M),2021
Stanford University Baseball Players,107,MLB Player Name,ayed
University of Arizona Baseball Players,97,MLB Player Name,ayed
University of Arizona Baseball Players,97,Lum Davenport,1920
University of Arizona Baseball Players,97,Hank Leiber,1931
University of Arizona Baseball Players,97,Jack Redmond,1934
University of Arizona Baseball Players,97,Hal Warnock,1935
University of Arizona Baseball Players,97,Walt Kellner,1949
University of Arizona Baseball Players,97,Don Lee,1956
University of Arizona Baseball Players,97,Gene Leek,1958
University of Arizona Baseball Players,97,Don Gile,1955
University of Arizona Baseball Players,97,Carl Thomas,1956
University of Arizona Baseball Players,97,Charlie Shoemaker,1961
University of Arizona Baseball Players,97,Dan Schneider,1962
University of Arizona Baseball Players,97,Dave Baldwin,1959
University of Arizona Baseball Players,97,Mike Paul (Cerritos),1966
University of Arizona Baseball Players,97,Eddie Leon,1967
University of Arizona Baseball Players,97,Steve Barber,1967
University of Arizona Baseball Players,97,Bart Zeller,1960
University of Arizona Baseball Players,97,Bob O'Brien (Fresno City),1968
University of Arizona Baseball Players,97,Ron Theobald,1963
University of Arizona Baseball Players,97,Rich Hinton,1969
University of Arizona Baseball Players,97,Tim Plodinec,1968
University of Arizona Baseball Players,97,Leon Hooten (LBCC),1971
University of Arizona Baseball Players,97,Dan Meyer,1971
University of Arizona Baseball Players,97,Ron Hassey,1976
University of Arizona Baseball Players,97,Dave Rajsich,1973
University of Arizona Baseball Players,97,Dave Stegman,1976
University of Arizona Baseball Players,97,Craig Chamberlain (LBCC),1978
University of Arizona Baseball Players,97,Brad Mills,1979
University of Arizona Baseball Players,97,Terry Francona,1980
University of Arizona Baseball Players,97,John Moses (Golden West),1980
University of Arizona Baseball Players,97,Craig Lefferts,1980
University of Arizona Baseball Players,97,Greg Bargar,1980
University of Arizona Baseball Players,97,Jim Scranton,1979
